id,tea_bush_density,fertilizer,pesticide,sunlight_hours,humidity,max_temperature,min_temperature,avg_temperature,rainfall,monthly_rainfall,tea_quality,shoot_length,bud_density,tea_yield
2460,3000,105.5,1.96,2144,62.3,32.6,16.7,24.6,1201,100.1,0.223,7.5,169,238.6
2461,2500,160.8,0.15,1356,72,29.8,13,21.4,1284,107,0.286,5.7,475,204.2
2462,2000,94.1,4.57,1778,67.7,29.3,11.1,20.2,1848,154,0.1,14.2,108,145.1
2463,2000,136.2,0.37,1779,67.9,29.3,19.9,24.6,1463,121.9,0.338,13.7,177,191.2
2464,2000,112.3,3.5,2307,67.6,27.6,11.8,19.7,1018,84.8,0.208,5.5,296,159.5
2465,1500,67.7,3.65,1038,66.9,31.1,18,24.6,1081,90.1,0.21,7.1,485,139.9
2466,2000,99.5,4.22,1475,69.6,25.6,18.8,22.2,2010,167.5,0.204,12.1,441,178.5
2467,1000,158.7,2.77,2324,76.1,31.6,15.3,23.5,1315,109.6,0.242,5.7,376,133.8
2468,2000,141.8,3.63,1355,73.1,30.1,19.8,25,1807,150.6,0.1,14.2,416,187.5
2469,2000,68,1.51,1205,61.9,33.2,11.2,22.2,1415,117.9,0.32,5.1,228,141.2
2470,1500,74.5,3.73,1864,72.8,34.7,19.6,27.2,1787,148.9,0.113,10.4,375,145.3
2471,3000,146.1,1.72,1459,85.4,33.8,10.7,22.2,2498,208.2,0.244,9,442,257.4
2472,3000,172,4.51,1701,63,32.2,14.8,23.5,2036,169.7,0.148,9.8,368,234.4
2473,2500,102.4,0.82,2230,88.3,29.3,18.6,24,1520,126.7,0.325,12.2,439,214
2474,2000,139.3,1.58,1781,69.3,27.1,15.5,21.3,2448,204,0.22,5.3,402,177.8
2475,2500,75.6,2.49,1774,60.4,31.6,15.8,23.7,1052,87.7,0.227,11.2,243,186.9
2476,1500,96.7,3.88,1417,67.6,27,11.6,19.3,1256,104.7,0.1,13.4,371,138.7
2477,2500,53,3.74,2189,62.1,25.2,19.8,22.5,1748,145.7,0.193,12,296,169.7
2478,1500,165.2,1.05,2110,77,30.7,12.3,21.5,1438,119.8,0.266,8.7,460,168.7
2479,2500,110.2,0.72,1351,69.5,28.9,18.6,23.8,2080,173.3,0.404,6.8,160,199.1
2480,1500,172.4,1.52,1480,84.2,33.8,19.6,26.7,1051,87.6,0.253,12.1,474,147.3
2481,2500,156.3,2.42,2183,82,31.5,12.8,22.2,1411,117.6,0.286,8.6,274,201.8
2482,3000,174.3,2.7,1537,74.1,31.5,17.3,24.4,2283,190.2,0.255,13,282,213.8
2483,1500,92.8,2.15,1605,76.8,32.9,10.8,21.8,1603,133.6,0.275,5.3,419,153.3
2484,2000,77.8,3.32,1547,78.3,28.4,17.4,22.9,1305,108.8,0.217,5.1,233,163.2
2485,3000,195.8,2.14,1242,68.1,34.6,14.8,24.7,1778,148.2,0.257,9.9,154,238.9
2486,2000,157.6,4.73,1511,64.2,27.2,11.2,19.2,1550,129.2,0.133,6.2,435,194.4
2487,2500,175.1,1.3,2204,71.3,33.7,18.9,26.3,1424,118.7,0.312,13.3,347,230.7
2488,2000,52,3.14,1737,62.8,34.1,16.8,25.5,2273,189.4,0.168,5.8,477,184.2
2489,2000,103.2,3.06,1687,69.4,25.4,11.7,18.5,2277,189.8,0.156,14.5,449,183.9
2490,1500,161.4,1.41,1235,76.6,31.3,15.3,23.3,1628,135.7,0.248,7.8,136,155
2491,1500,61.7,2.06,1266,76.2,32.5,13.3,22.9,1906,158.8,0.225,13.8,410,123
2492,2500,135.1,1.83,1064,63.6,34.5,17.1,25.8,2078,173.2,0.257,7.8,220,227.9
2493,2000,114.4,0.86,1021,60.3,27.5,16.3,21.9,2056,171.3,0.331,9.1,337,190.5
2494,2000,52.6,2.39,1732,62.7,30.6,11.9,21.2,1499,124.9,0.22,7.1,252,152.1
2495,2000,85.4,1.93,1614,61.1,32.7,12.4,22.6,1992,166,0.288,5.5,427,189.3
2496,2000,92.7,0.89,1413,72,26.5,17,21.8,2377,198.1,0.299,11,456,183.5
2497,2500,66.8,2.25,2485,71.7,33.5,16.8,25.2,1083,90.2,0.336,13.1,279,182.7
2498,3000,144.7,2.11,1597,67.2,29,13.1,21,1110,92.5,0.235,12.3,202,217.8
2499,2000,86.4,0.66,2183,66.5,31.4,14.8,23.1,2279,189.9,0.305,14.7,244,196.7
2500,2500,91.6,0.66,1316,71.9,25.4,14.7,20,1904,158.7,0.275,14.1,198,188.4
2501,2500,184.7,3.24,1371,62.6,27.2,11.2,19.2,1041,86.8,0.229,6.4,379,228.4
2502,2000,120.1,3.53,1853,66.4,29.8,16.2,23,2149,179.1,0.216,11.3,201,185.3
2503,3000,108.8,4.71,1006,72.2,27.9,12.6,20.2,1160,96.7,0.184,9.7,459,194.3
2504,1500,158.6,0.44,1026,62.8,34.6,14.6,24.6,2259,188.2,0.382,6.9,187,164.3
2505,1500,186.4,0.59,1213,85.2,32.9,10.7,21.8,1724,143.7,0.321,12.5,118,166.4
2506,2500,53.8,0.26,1335,80.3,33.6,16.1,24.8,1437,119.8,0.273,9.8,448,208.8
2507,2000,117.2,2.66,1792,71.5,29.7,18.4,24,1926,160.5,0.218,12,248,191.5
2508,2500,141.6,3.11,2029,64.5,29.7,15.7,22.7,1261,105.1,0.233,5.6,188,209.3
2509,2500,97.8,2.02,1468,65.8,33.1,16,24.6,1807,150.6,0.234,6.1,350,218.6
2510,1000,165.9,3.99,1359,63.6,28.9,16.7,22.8,1735,144.6,0.116,9.4,448,129.7
2511,2500,195.7,3.43,2234,64.8,29.8,12,20.9,1360,113.3,0.15,5.2,255,220.1
2512,2000,191.5,4.93,1244,72.7,30.3,10.7,20.5,2002,166.8,0.16,6.9,166,196.8
2513,2000,89.9,0.69,2017,67.4,31.1,18.5,24.8,1526,127.2,0.286,13.4,379,151.8
2514,2000,84,0.29,2397,86.5,31.5,18.5,25,2276,189.7,0.37,9.7,309,171.2
2515,3000,193.6,1.37,1348,88.8,31.8,15.4,23.6,1125,93.8,0.325,12.2,339,223.5
2516,1000,118.8,0.1,1130,80.7,29.4,12,20.7,2155,179.6,0.371,6.6,321,121
2517,2000,81.2,4.66,2470,84.3,28,18.2,23.1,1657,138.1,0.1,8.8,207,142.3
2518,2000,156,1.52,1406,67.7,34.2,12.2,23.2,1468,122.3,0.249,13.2,458,161.8
2519,2500,92.7,2.76,1413,80,33.3,18.6,26,2408,200.7,0.13,5.4,362,219.5
2520,2000,90.1,1.59,1726,61.7,25,14.2,19.6,1300,108.3,0.236,8.2,324,191.2
2521,1500,181.9,1.23,1347,88.8,30.1,10.6,20.4,1635,136.2,0.201,10.1,236,164.4
2522,1500,74.4,0.76,2489,80.1,27.7,18.2,23,1696,141.3,0.359,11.2,264,149.8
2523,2000,59.7,1.6,1064,69.5,31.4,15.6,23.5,1446,120.5,0.195,6.5,321,149.5
2524,2500,90.4,3.08,1677,83.2,30,13.2,21.6,1134,94.5,0.138,14.3,274,170
2525,1500,141,4.86,1823,60.5,25.2,14.5,19.8,2358,196.5,0.1,12.4,351,173.9
2526,1500,68.5,2.79,1700,71.3,32.3,18.9,25.6,2341,195.1,0.176,5.6,452,152.2
2527,3000,120.7,2.66,1781,86.9,27.8,12,19.9,1943,161.9,0.314,9.5,426,218.7
2528,1000,144.1,0.18,2481,67.9,27.6,11,19.3,1487,123.9,0.388,13.9,195,120.8
2529,3000,177.3,4.2,2315,80,25.3,17.8,21.6,1942,161.8,0.124,14,252,244.6
2530,2000,84.5,0.22,1463,70.8,33.3,16.2,24.8,2447,203.9,0.41,13.8,486,173.4
2531,2500,172.6,4.53,1827,71.8,30.8,18.7,24.8,2325,193.8,0.139,6.2,218,225.7
2532,1500,85.2,2.69,1000,82.4,29.8,13.1,21.4,1248,104,0.209,10,173,136
2533,1000,151.5,0.84,1614,87.3,31.8,15.6,23.7,2224,185.3,0.263,9.5,274,124.4
2534,2500,114.6,2.26,1246,65,28.5,10.4,19.4,2197,183.1,0.196,9.2,463,190.8
2535,2500,67.2,4.97,2067,68.3,30.7,18.5,24.6,2376,198,0.202,8.8,352,228.2
2536,2500,157.1,1.53,1332,74.6,27.5,11.9,19.7,1071,89.2,0.288,13.6,376,204.6
2537,1500,82.7,1.35,2123,78.4,25.6,11.1,18.4,2150,179.2,0.266,12.9,202,150.8
2538,2500,76.5,0.59,1470,74,30.6,14.8,22.7,1819,151.6,0.317,6.9,160,169.4
2539,2500,103.7,2.99,2389,84.2,27.2,17.4,22.3,1807,150.6,0.205,12.8,497,193.9
2540,2000,148,0.45,1668,83,32.5,12.1,22.3,1524,127,0.321,11.8,216,178.4
2541,2500,85.1,3.83,2259,72.2,29.5,12.3,20.9,2179,181.6,0.1,5.5,385,226.2
2542,2500,77.5,4.6,1942,61.2,27.5,13.2,20.4,1636,136.3,0.148,6,372,214.7
2543,2000,51.5,4.66,2466,65.8,31.1,18.1,24.6,1537,128.1,0.194,14.5,150,145
2544,1000,120.7,0.54,2114,74.6,26.2,17.5,21.8,2441,203.4,0.332,10.3,335,141.2
2545,2000,114.3,2.79,2092,87.8,32.6,12.7,22.6,1694,141.2,0.232,15,144,171.6
2546,1000,85.1,0.49,1397,77,29.5,12.6,21,2189,182.4,0.279,14.7,259,117.7
2547,2000,58,2.86,1757,75.9,33.1,19.1,26.1,1209,100.8,0.179,12.7,311,146.3
2548,2000,114.4,4.07,1435,81.7,26.4,16.1,21.2,2110,175.8,0.163,8.2,413,175.9
2549,1000,168.2,2.69,1029,64.6,28.8,12.2,20.5,2007,167.2,0.213,6.9,141,133.7
2550,2000,157.3,4.36,2066,64.4,26.8,11.4,19.1,1766,147.2,0.111,5.1,473,158.2
2551,1500,179.1,4.01,1354,70.4,25.6,10.7,18.2,1206,100.5,0.191,6.6,133,174.3
2552,2500,51.4,1.38,1596,89.8,34.6,12.5,23.6,1181,98.4,0.288,13.8,238,201.4
2553,3000,195,3.15,1427,86.3,32.3,17.2,24.8,2014,167.8,0.22,12.1,288,237.2
2554,1000,101.2,0.04,1299,80.4,28.3,13.7,21,2284,190.3,0.319,13.5,239,133.5
2555,3000,198.6,1.98,1101,71.7,27.5,19.7,23.6,1851,154.2,0.286,13.4,136,258.4
2556,2000,87.9,1.19,1507,76.6,27,13.2,20.1,1691,140.9,0.232,14.7,302,158.2
2557,1500,120.7,4.69,1123,69.1,25.4,11.5,18.4,1780,148.3,0.105,12,200,129.4
2558,1000,103.1,2.03,1810,80.2,26,11.8,18.9,1235,102.9,0.261,10.6,367,131.3
2559,2000,103.4,3.27,1029,72.6,26,14.9,20.4,1078,89.8,0.155,10.9,475,180.3
2560,2500,176.3,3.66,2410,63.6,31.7,19.4,25.5,2244,187,0.158,11.8,355,241.3
2561,2500,162,3.87,2450,66.5,30.9,19,25,2270,189.2,0.181,9.6,153,212.4
2562,1000,198.8,3.68,1457,78.3,30.7,11.8,21.2,2130,177.5,0.196,11.8,268,151.5
2563,1000,142,1.45,1390,80.8,32.3,17.5,24.9,2157,179.8,0.273,10.9,151,126.1
2564,2000,119.5,3.43,1157,62.9,27.5,17.5,22.5,1321,110.1,0.144,6.6,282,164.6
2565,1500,63.5,2.75,2357,84.3,28.4,11.7,20,1163,96.9,0.229,6.1,479,157.2
2566,1500,199.5,2.99,1880,84.7,26.3,13,19.6,1240,103.3,0.302,7.2,221,181.1
2567,1500,132.7,0,1915,81.7,30.9,10.8,20.8,1958,163.2,0.376,12.8,129,136.3
2568,2500,155.1,1.29,2344,80.5,34.3,10.7,22.5,1596,133,0.365,7.6,284,213.9
2569,3000,111,4.65,2366,67,33.6,14.4,24,1024,85.3,0.115,13.6,450,219.4
2570,2000,132.2,1.45,2243,87.6,30.5,14.8,22.6,2426,202.2,0.295,7.9,155,193.9
2571,3000,191.4,2.19,2160,68.1,31.4,10.3,20.8,1345,112.1,0.116,11.2,395,240.7
2572,2000,75,0.93,2316,65.5,34.9,19.7,27.3,1006,83.8,0.281,13.7,265,170.1
2573,2000,93.9,0.69,2314,79.2,30.2,14.9,22.6,1576,131.3,0.359,13.5,280,187.4
2574,1500,72.8,1.04,1553,70.9,33.7,17.9,25.8,1319,109.9,0.301,13.4,406,152
2575,2000,168.8,2.77,2460,88,30,16.3,23.2,1554,129.5,0.206,13.2,489,172.4
2576,3000,59.3,4.6,2064,73.8,25.5,16.2,20.8,2408,200.7,0.117,11.9,215,219.1
2577,2000,62.2,1.63,1555,64.9,34.3,13,23.6,1932,161,0.344,12.2,261,169.2
2578,2000,94.8,1.62,1663,88.7,26.1,18.9,22.5,1969,164.1,0.238,14.5,124,160.6
2579,2000,127.1,2.82,2031,75.5,32,13,22.5,2325,193.8,0.255,12.8,241,187.4
2580,1500,110.9,1.78,1542,75.6,27.4,19.5,23.4,1170,97.5,0.334,6.4,196,159.5
2581,2500,56.7,4.55,2240,71.6,34,10.4,22.2,1150,95.8,0.146,7.3,399,170
2582,2000,193.6,1.89,1222,85.1,27,11.1,19,2283,190.2,0.211,8.4,377,183.9
2583,2000,192.9,2.45,2361,68.6,26.4,17.3,21.8,1239,103.2,0.247,5.9,232,198.3
2584,2000,91.9,2.67,1452,60.4,29.4,16.1,22.8,2101,175.1,0.23,13.8,353,178.7
2585,2000,159.7,3.91,1229,74.9,30,17.2,23.6,1313,109.4,0.223,9.2,431,183
2586,1000,136.8,2.82,2287,87.8,33.2,16.4,24.8,1712,142.7,0.2,9.3,438,147.4
2587,2000,85.6,1.2,1359,68.2,32.6,15.3,24,1578,131.5,0.172,9.1,417,172.5
2588,1500,89.3,0.62,2265,68,28.3,10.3,19.3,1155,96.2,0.258,9.7,242,146.9
2589,2500,123.7,4.69,1444,82.1,28.8,18.1,23.5,2007,167.2,0.103,7,292,214.5
2590,2500,112.9,4.01,2401,83.3,30.8,15.1,23,2282,190.2,0.149,12.3,359,234
2591,2500,93.7,0.11,1329,73.1,30.5,11.1,20.8,1149,95.8,0.375,13.8,251,200.6
2592,2000,171.1,4.11,1104,85,33.6,11.9,22.8,1536,128,0.137,12.2,366,188.8
2593,2000,122.2,2.95,2405,65.2,29.7,16.6,23.2,1043,86.9,0.161,7.7,412,170.4
2594,1500,148.2,2.59,1248,71,33.9,10.8,22.4,1354,112.8,0.169,5.3,138,154.8
2595,2500,78.4,0.06,2416,72.1,27.1,18.7,22.9,1391,115.9,0.329,6.4,260,174.1
2596,1500,130,3.9,2236,69.4,33.7,17.9,25.8,2226,185.5,0.155,11.8,348,157.3
2597,2000,97.7,0.99,1123,66.5,28,13.1,20.6,2128,177.3,0.303,12.6,264,165.9
2598,1500,129,3.64,1668,70.1,32.9,18.8,25.8,2247,187.2,0.194,9.9,339,151.7
2599,1500,167.1,0.08,1110,60.5,30.7,18.9,24.8,1121,93.4,0.344,5.3,323,171.5
2600,2000,165.3,3.98,1495,81.1,33.8,18.4,26.1,1200,100,0.1,9.9,457,190.7
2601,1000,103.1,0.12,1527,80.5,27.3,13.1,20.2,1456,121.3,0.272,13.9,313,143.1
2602,2500,154.1,1.18,1899,73.5,32,16.6,24.3,2117,176.4,0.265,6.2,442,231
2603,2000,191.2,1.34,2464,69.7,33.5,14.5,24,1038,86.5,0.253,14.1,143,191.1
2604,1000,143.9,0.79,1255,73,32.8,15.4,24.1,1223,101.9,0.372,14.5,341,143.3
2605,2000,72.3,2.41,1494,88.1,30.7,14.1,22.4,1746,145.5,0.185,11.6,277,174
2606,1000,152,1.42,1881,78.1,31.8,10,20.9,1036,86.3,0.298,5.6,418,144.5
2607,1500,65.7,4.97,1257,81.9,27,10.1,18.6,1155,96.2,0.176,8.4,297,145.3
2608,2500,180.8,2.9,2066,66.9,27.2,17.7,22.4,1478,123.2,0.227,13.6,405,209.8
2609,1000,127.5,2.83,1605,62.8,27.7,19.5,23.6,1359,113.2,0.242,12.2,212,134.2
2610,2500,107.8,1.1,2424,62.5,33.3,12.3,22.8,1541,128.4,0.354,9.9,351,195.1
2611,1000,58.6,2.04,1945,74.2,26.7,15.4,21,2134,177.8,0.263,6.6,113,142.4
2612,1500,107.1,0.62,1545,81.5,28,13.1,20.6,1326,110.5,0.355,9.8,158,163
2613,2500,185.5,3.81,2079,83.2,34.2,14.8,24.5,1939,161.6,0.161,5.9,401,262.7
2614,2000,53.1,1.66,2258,81.6,32.6,11.2,21.9,2321,193.4,0.359,11.2,107,165.1
2615,1500,121.2,3.76,2201,87.4,32.3,17.3,24.8,1457,121.4,0.179,12.8,101,169.4
2616,2000,189.7,1.86,1394,61.6,29.6,15.2,22.4,1074,89.5,0.206,11.3,477,220.4
2617,1500,109.2,4.94,1625,85.7,32,13.1,22.6,1947,162.2,0.1,5.1,149,156
2618,2500,114.2,0.86,1678,79.8,30.7,16.6,23.6,2075,172.9,0.279,11.7,196,204.2
2619,2000,136.8,0.01,1583,65.3,25.7,15.1,20.4,1715,142.9,0.26,9.9,188,177.3
2620,2500,119.4,2.97,1466,80.5,30.8,14,22.4,1642,136.8,0.271,9.3,299,190.9
2621,2500,75.3,4.76,2129,75.4,29.5,15.3,22.4,2119,176.6,0.18,7.8,490,210.2
2622,2000,52.8,3.24,1018,70.8,26.1,19.5,22.8,1625,135.4,0.225,6.2,129,172.2
2623,3000,141.5,0.43,1440,67.4,28.4,10.7,19.5,1007,83.9,0.318,10.6,451,248.5
2624,2000,188.1,2.7,1212,73.9,33.9,19.2,26.6,2335,194.6,0.157,13.3,331,209.5
2625,3000,66,4.55,1193,67.2,33,11.3,22.2,1380,115,0.1,14.9,369,195.3
2626,1000,81.6,0.03,1415,62.5,34.1,12.1,23.1,1913,159.4,0.361,11.3,413,123.9
2627,2000,105.5,0.83,2143,85.4,32.2,19.8,26,1832,152.7,0.287,8.1,448,180.4
2628,2000,171.3,4.07,2454,77.8,31.3,18.1,24.7,1770,147.5,0.141,9.1,447,198.8
2629,2000,90.4,4.47,1772,70.9,26.4,13.5,20,1370,114.2,0.1,12.2,395,158.6
2630,2000,182.3,3.54,1508,73.4,26.1,14,20,2110,175.8,0.117,9.8,244,198.6
2631,2500,58.2,4.96,2244,85.9,27.5,13,20.2,1369,114.1,0.1,10.2,424,188
2632,1000,191.1,0.45,1101,69.6,28.1,12.3,20.2,2408,200.7,0.375,6.4,229,134.1
2633,1500,134.1,2.73,1140,71.4,31.1,10.6,20.8,1840,153.3,0.216,10.4,359,146.9
2634,2500,148.8,3.42,1518,83,33.8,10.3,22,2155,179.6,0.139,14.7,294,194.1
2635,2000,105.2,3.51,1673,66,33.9,15,24.4,2117,176.4,0.146,8.4,460,186
2636,3000,167.3,3.97,2197,79.8,31.8,15.3,23.6,2452,204.3,0.219,6.7,116,202.7
2637,2500,75,4.59,2388,73,30.7,17.6,24.2,1798,149.8,0.148,9.7,251,205.6
2638,3000,57.3,1.81,1797,75,27.4,11,19.2,1083,90.2,0.2,10.2,101,216.3
2639,2500,109.3,0.21,1743,83.6,34.4,15.1,24.8,1132,94.3,0.342,15,222,196.8
2640,1500,178.1,1.81,1320,89.8,31.7,19.2,25.4,1537,128.1,0.266,7.1,117,177.8
2641,1500,163.2,3.36,1677,84.9,30.3,18.5,24.4,1540,128.3,0.217,10.4,153,152.1
2642,2500,127.6,1.07,2385,64.8,26,15.3,20.6,1326,110.5,0.226,8.7,190,196.9
2643,2000,135.8,4.05,1589,66.7,33.3,11.3,22.3,2389,199.1,0.115,12.5,205,166.7
2644,1000,69.5,1.1,1316,72.3,28.5,11.6,20,1710,142.5,0.338,13.7,131,98.6
2645,2000,176.1,0.05,1506,81.6,34,14.8,24.4,2354,196.2,0.384,12.6,467,190
2646,3000,168,2.54,1772,75.3,26.7,16.2,21.4,1083,90.2,0.184,6.9,170,268.3
2647,2000,148.5,3.63,1898,87.1,25.5,19.8,22.6,1522,126.8,0.19,11.5,162,177.5
2648,2000,119.9,1.75,1649,61.5,29.3,18.3,23.8,1539,128.2,0.225,7.3,331,183.6
2649,2000,194.7,3.74,2138,67.8,25.8,14.1,20,1057,88.1,0.169,14.8,309,173
2650,1500,181.9,2.19,1877,66.6,25.6,13.5,19.6,1971,164.2,0.269,10.6,327,167.7
2651,2000,146.7,0.86,1998,82.3,32.1,10.1,21.1,1213,101.1,0.266,9.3,173,187.8
2652,2000,105.8,0.45,2294,73.9,27.6,10.1,18.8,1520,126.7,0.301,11.5,302,188.2
2653,1000,142.7,3.55,2299,60.5,31.4,14.7,23,2472,206,0.165,11,101,117.2
2654,2500,136.3,1.93,1305,83.2,30.7,10.7,20.7,2395,199.6,0.228,14.2,276,221.9
2655,2000,109.1,4.56,1935,70.9,26.4,11.6,19,1392,116,0.1,10.1,365,158.4
2656,2500,96,2.7,2075,67.8,28.9,19.8,24.4,1472,122.7,0.221,12.6,229,235.6
2657,2500,111.1,1.74,1219,65.5,25.7,17.2,21.4,1810,150.8,0.305,14.8,102,200.1
2658,1500,136.1,1.74,2264,88.4,29.2,14.5,21.8,1429,119.1,0.232,11.3,373,189.2
2659,2000,114.2,0.66,1271,88.3,26.8,18.6,22.7,2089,174.1,0.28,6.4,200,200.8
2660,2000,89.5,2.97,2199,62.3,26,11.8,18.9,1851,154.2,0.146,15,324,163.6
2661,2500,164.1,2.91,1242,67,28.2,13.9,21,1709,142.4,0.189,11.4,175,192.8
2662,1500,129.7,4,2113,79.4,25,12.9,19,2436,203,0.214,14.9,246,159.5
2663,2000,60.2,1.01,1222,80.1,32.6,20,26.3,1326,110.5,0.274,10.2,376,152.9
2664,2000,105.2,1.45,1568,72.5,26.6,19,22.8,2288,190.7,0.337,5.5,380,198.7
2665,1500,182.7,0.49,1215,77.1,31.3,15.3,23.3,2091,174.2,0.296,14.3,212,191.6
2666,1500,163.3,1.48,1406,81.1,33.3,14.2,23.8,1302,108.5,0.205,13.9,479,162.4
2667,2000,98.5,2.14,2477,88.5,34.2,20,27.1,1277,106.4,0.326,9.9,370,183
2668,2500,190.7,4.82,1162,81.8,30.6,12.1,21.4,1866,155.5,0.1,8.5,353,217.9
2669,2000,61.5,3.27,1610,63.3,32.9,14.1,23.5,1120,93.3,0.219,6.5,460,138.4
2670,2000,194.2,3.91,2015,81.5,29.5,17.1,23.3,1721,143.4,0.192,14.3,214,221
2671,2000,86.9,1.63,1142,62,29.9,17,23.4,1506,125.5,0.286,10.2,130,153.8
2672,2500,51.4,0.72,1164,75.1,30.5,15.7,23.1,2276,189.7,0.297,12.8,339,181.2
2673,1500,115.1,1.28,1215,75.8,31.7,19.5,25.6,1895,157.9,0.301,11.2,167,171.1
2674,2500,103.8,1.28,1967,83.3,31.7,12.5,22.1,1960,163.3,0.271,6.2,217,176.9
2675,1500,130.9,2.92,2364,60.3,32.9,15.7,24.3,1490,124.2,0.119,5.5,235,156.6
2676,2000,169.5,1.71,2239,86.2,31.2,18.1,24.6,1325,110.4,0.243,8.8,487,179.7
2677,1000,176.4,4.29,2475,79.9,33.8,12.3,23,1805,150.4,0.171,5.1,435,148
2678,1500,110.2,4.94,1867,60.9,32.1,18.7,25.4,2417,201.4,0.144,7.1,332,150.6
2679,2000,114.5,1.72,2442,64.8,34.3,16.4,25.3,1893,157.8,0.306,14.2,425,197.7
2680,1500,72.2,3.53,1457,61.2,32.5,13.8,23.2,1029,85.8,0.156,10.8,291,159.6
2681,2500,57.1,3.29,1632,83,32.4,16.5,24.4,2446,203.8,0.248,11.9,252,211.6
2682,1000,146.2,0.97,1594,65.1,33.6,19.3,26.4,2251,187.6,0.242,12.8,111,149.9
2683,2000,59.7,4.59,1071,61.4,31.6,19.9,25.8,2325,193.8,0.241,14.5,447,180.3
2684,2000,160.1,1,2245,64.1,26.8,12.8,19.8,1679,139.9,0.286,6.5,347,168.5
2685,1000,130.9,3.68,1037,76.8,25.8,19.1,22.5,2344,195.3,0.166,10.8,183,164.5
2686,1500,79.8,1.74,2095,74.9,28.2,10.4,19.3,1389,115.8,0.195,8.9,459,135.7
2687,2000,130.9,1.84,1611,67.4,33.1,10.1,21.6,2202,183.5,0.225,8.8,208,203.3
2688,2000,77.4,2.28,1009,88.3,25.2,16,20.6,1919,159.9,0.271,11.8,391,166.1
2689,2000,115.8,4.32,1435,85.6,26.5,14.8,20.6,2429,202.4,0.16,7,407,193.6
2690,2000,169.9,0.7,1519,69.4,26.1,14.7,20.4,1444,120.3,0.232,11.3,422,182.9
2691,2000,119.3,0.27,2447,74.2,25.4,12.3,18.8,1185,98.8,0.343,8.6,414,187
2692,1000,72.3,2.01,1992,75.5,33.1,16,24.6,2076,173,0.16,6.2,389,115.2
2693,2000,158.6,0.28,1815,82.7,27.8,10.2,19,2479,206.6,0.396,13.5,333,151.8
2694,3000,78,3.44,1191,72.8,32.3,14.3,23.3,1219,101.6,0.23,6.4,305,216.5
2695,2000,160.8,3.8,1587,76.4,26.4,13.7,20,1153,96.1,0.1,10.1,137,212.9
2696,2000,121.9,4.27,1054,72.4,29.1,11.9,20.5,1646,137.2,0.138,7.8,108,169.2
2697,2000,118.1,3.72,2143,82.9,26.2,15.1,20.6,2080,173.3,0.1,14.5,147,191.5
2698,2500,177.7,4.58,1244,76.7,25,16.9,21,1895,157.9,0.1,11.1,376,196.5
2699,2500,156.3,3.74,1892,84.8,31.1,18.1,24.6,2410,200.8,0.175,11.4,113,209.7
2700,2000,54.9,4.68,2049,61.6,29.8,14.6,22.2,2214,184.5,0.109,10.4,293,167.7
2701,3000,94.4,0.97,1550,87.1,29.2,12.4,20.8,1859,154.9,0.316,14,178,219.1
2702,1500,180.6,2.5,1949,84.6,25.8,12.1,19,1542,128.5,0.231,8,168,158.1
2703,1000,52.7,4.97,2146,84.6,30.9,15.8,23.4,2253,187.8,0.119,10.7,216,100.4
2704,2500,131.8,3.41,1276,64.2,32.8,13.9,23.3,1732,144.3,0.136,7.2,340,218.8
2705,2500,159.2,4.39,1901,67.9,25.7,13.2,19.4,2313,192.8,0.112,7,250,212.8
2706,1500,143.3,0.15,2101,89.4,29.1,15.2,22.2,1901,158.4,0.345,9.8,241,131.3
2707,1500,164.1,4.36,1536,88.5,28.1,15.6,21.8,2061,171.8,0.124,7.7,189,131.6
2708,1000,158.9,3.49,1244,66.8,33.9,12.3,23.1,1070,89.2,0.297,12.5,289,149.8
2709,1500,153.8,0.85,1429,73,27.6,13.8,20.7,2486,207.2,0.306,5.4,414,162.4
2710,2500,173.2,0.13,2400,64.7,34.4,17.1,25.8,2132,177.7,0.263,6.2,253,206.8
2711,2000,146.9,1.3,1536,67.9,33.3,13.9,23.6,1873,156.1,0.22,11.2,156,205.2
2712,2000,110.4,4.58,1162,65.5,26,14.4,20.2,1798,149.8,0.121,5.8,329,170.3
2713,2000,120.8,3.34,1124,62.4,29.8,16.4,23.1,1899,158.2,0.164,8.2,426,180.4
2714,1000,157.5,4.6,1271,77.4,31.5,11.9,21.7,1069,89.1,0.103,11.3,332,151.2
2715,1500,181.4,2.23,1191,67.2,30.9,18.7,24.8,1547,128.9,0.149,7.2,117,179.8
2716,2000,90.8,4.68,1743,89.8,31.8,13.4,22.6,1134,94.5,0.1,12.8,308,184
2717,3000,101.3,2.31,1521,75.5,29.3,16.9,23.1,1263,105.2,0.17,14.6,185,220.3
2718,2500,189.6,1.02,2262,70.8,34,13,23.5,1500,125,0.24,14.4,296,194.5
2719,1000,136.8,0.76,2322,87.4,27.7,16.5,22.1,2009,167.4,0.245,5.9,230,138.2
2720,2500,76.8,4.97,1710,78.6,25.9,12.8,19.4,2396,199.7,0.133,12.2,185,204.4
2721,2500,149.6,1.67,2333,63.8,34.8,17.5,26.2,2481,206.8,0.265,12.6,221,187.7
2722,2500,198.6,0.8,1676,74.9,31.5,11,21.2,2127,177.2,0.347,6.8,144,214.4
2723,2000,173.5,0.04,1963,73.2,31.6,13.1,22.4,1403,116.9,0.406,5.9,378,190.2
